TaskID,StationID,Team,Start,End,Duration
0,0,[],0.0,0.0,0.0
1,0,[],0.0,0.0,0.0
15,1,"[92, 72]",0.0,0.5660847940141243,0.5660847940141243
18,2,"[82, 12]",0.0,0.5496634108109953,0.5496634108109953
20,4,"[6, 91]",0.0,1.0029727991511765,1.0029727991511765
24,5,"[1, 96]",0.0,1.1621133309350917,1.1621133309350917
29,3,"[97, 55]",0.0,1.113523112374468,1.113523112374468
316,0,[],0.0,0.0,0.0
342,0,[],0.0,0.0,0.0
373,0,[],0.0,0.0,0.0
392,0,[],0.0,0.0,0.0
416,0,[],0.0,0.0,0.0
476,0,[],0.0,0.0,0.0
484,0,[],0.0,0.0,0.0
490,0,[],0.0,0.0,0.0
542,0,[],0.0,0.0,0.0
571,0,[],0.0,0.0,0.0
581,0,[],0.0,0.0,0.0
694,0,[],0.0,0.0,0.0
6,2,"[82, 12]",0.5496634108109953,1.6007741891427685,1.0511107783317732
8,1,"[72, 92]",0.5660847940141243,1.6485978678970206,1.0825130738828963
25,4,"[6, 91]",1.0029727991511765,2.14096115857539,1.1379883594242135
10,3,"[55, 97]",1.113523112374468,2.497318832347167,1.3837957199726991
12,5,"[1, 96]",1.1621133309350917,2.565420039092113,1.4033067081570214
317,2,"[82, 12]",1.6007741891427685,2.5650959745960353,0.9643217854532669
319,1,"[72, 92]",1.6485978678970206,2.84035539129016,1.1917575233931395
318,4,"[6, 91]",2.14096115857539,3.3946771575143604,1.2537159989389703
322,3,"[55, 50]",2.497318832347167,3.871059719592411,1.3737408872452437
706,2,"[82, 12]",2.5650959745960353,3.9151464512393863,1.350050476643351
321,5,"[1, 96]",2.565420039092113,3.990653394143287,1.4252333550511738
16,1,"[72, 92]",2.84035539129016,4.181082575509825,1.3407271842196646
21,4,"[6, 91]",3.3946771575143604,5.824957472359181,2.43028031484482
320,3,"[55, 50]",3.871059719592411,5.561817821874375,1.6907581022819644
7,2,"[82, 12]",3.9151464512393863,5.21698088459252,1.3018344333531333
23,5,"[1, 96]",3.990653394143287,5.130840078184226,1.1401866840409394
9,1,"[72, 92]",4.181082575509825,5.521809759729489,1.3407271842196646
13,5,"[1, 96]",5.130840078184226,6.6108901811639065,1.4800501029796802
17,2,"[82, 12]",5.21698088459252,7.203483707447314,1.9865028228547947
511,2,"[22, 10]",5.21698088459252,5.709647905856087,0.49266702126356776
2,1,"[72, 92]",5.521809759729489,7.210132898138026,1.6883231384085366
497,1,"[0, 90]",5.521809759729489,6.3765188923304965,0.8547091326010072
11,3,"[97, 55]",5.561817821874375,7.021289928680029,1.459472106805654
323,0,[],5.561817821874375,5.561817821874375,0.0
510,3,"[66, 41]",5.561817821874375,6.440330933026294,0.8785131111519187
28,2,"[22, 10]",5.709647905856087,9.453916985552873,3.7442690796967852
14,4,"[6, 91]",5.824957472359181,7.811615149903253,1.9866576775440725
496,1,"[0, 90]",6.3765188923304965,7.4449052921615575,1.068386399831061
